,sentence,category,subcategory,domain,id,audio_quality,prosody_1,meaning_1,translation_1,audio_1,prosody_2,meaning_2,translation_2,audio_2
460,The client who missed the last session will reschedule.,Prosodic Breaks,Restrictive/Nonrestrictive,Therapy Sessions,20279,1,The *client* <pause> who missed the last session <pause> will reschedule.,"The client, who happens to have missed the last session, will reschedule. (Nonrestrictive)","Der Klient, der die letzte Sitzung verpasst hat, wird einen neuen Termin vereinbaren.",data/prosodic_breaks/wavs/20279/20279_1_3.wav,The client who missed the last *session* <pause> will reschedule.,The specific client who missed the last session will reschedule. (Restrictive),"Der Klient, welcher die letzte Sitzung verpasst hat, wird einen neuen Termin vereinbaren.",data/prosodic_breaks/wavs/20279/20279_2_3.wav
461,The psychologist who wrote several books held a workshop.,Prosodic Breaks,Restrictive/Nonrestrictive,Therapy Sessions,20282,2,The *psychologist* <pause> who wrote several books <pause> held a workshop.,"The psychologist, who happens to be an author too, held a workshop. (Nonrestrictive)","Der Psychologe, der mehrere Bücher geschrieben hat, hielt einen Workshop.",data/prosodic_breaks/wavs/20282/20282_1_2.wav,The psychologist who wrote several *books* <pause> held a workshop.,The particular psychologist who authored several books held a workshop. (Restrictive),"Der Psychologe, welcher zudem mehrere Bücher geschrieben hat, hielt einen Workshop.",data/prosodic_breaks/wavs/20282/20282_2_0.wav
462,The therapy dog that was recently trained attended the session.,Prosodic Breaks,Restrictive/Nonrestrictive,Therapy Sessions,20285,2,The *therapy dog* <pause> that was recently trained <pause> attended the session.,"The therapy dog, which happened to be recently trained, attended the session. (Nonrestrictive)",Der kürzlich trainierte Therapiehund nahm an der Sitzung teil.,data/prosodic_breaks/wavs/20285/20285_1_2.wav,The therapy dog that was recently *trained* <pause> attended the session.,The specifically recently trained therapy dog attended the session. (Restrictive),"Der Therapiehund, der kürzlich trainiert wurde, nahm an der Sitzung teil.",data/prosodic_breaks/wavs/20285/20285_2_5.wav
463,The candidate who won the debate gained new supporters.,Prosodic Breaks,Restrictive/Nonrestrictive,Political Speeches,20289,2,The *candidate* <pause> who won the debate <pause> gained new supporters.,"The candidate gained new supporters, and he happened to win the debate. (Nonrestrictive)","Der Kandidat, der die Debatte gewonnen hat, gewann neue Unterstützer.",data/prosodic_breaks/wavs/20289/20289_1_2.wav,The candidate who won the *debate* <pause> gained new supporters.,Only the candidate who won the debate gained new supporters. (Restrictive),"Nur der Kandidat, der die Debatte gewonnen hat, gewann neue Unterstützer.",data/prosodic_breaks/wavs/20289/20289_2_3.wav
464,The journalist who questioned the policy was praised.,Prosodic Breaks,Restrictive/Nonrestrictive,Political Speeches,20291,1,The *journalist* <pause> who questioned the policy <pause> was praised.,"The journalist was praised, and he happened to question the policy. (Nonrestrictive)","Nur die Journalistin, die die Politik in Frage stellte, wurde gelobt.",data/prosodic_breaks/wavs/20291/20291_1_5.wav,The journalist who questioned the *policy* <pause> was praised.,Only the journalist who questioned the policy was praised. (Restrictive),"Die Journalistin, die die Politik in Frage stellte, wurde gelobt.",data/prosodic_breaks/wavs/20291/20291_2_2.wav
465,The mayor who passed the reform was reelected.,Prosodic Breaks,Restrictive/Nonrestrictive,Political Speeches,20293,2,The *mayor* <pause> who passed the reform <pause> was reelected.,"The mayor was reelected, and he happened to have passed the reform. (Nonrestrictive)","Nur der Bürgermeister, der die Reform verabschiedete, wurde wiedergewählt.",data/prosodic_breaks/wavs/20293/20293_1_1.wav,The mayor who passed the *reform* <pause> was reelected.,Only the mayor who passed the reform was reelected. (Restrictive),"Der Bürgermeister, der die Reform verabschiedete, wurde wiedergewählt.",data/prosodic_breaks/wavs/20293/20293_2_4.wav
466,The diplomat who negotiated the peace deal was awarded.,Prosodic Breaks,Restrictive/Nonrestrictive,Political Speeches,20294,2,The *diplomat* <pause> who negotiated the peace deal <pause> was awarded.,"The diplomat was awarded, and they happened to negotiate the peace deal. (Nonrestrictive)","Der Diplomat, der den Friedensvertrag ausgehandelt hat, wurde ausgezeichnet.",data/prosodic_breaks/wavs/20294/20294_1_1.wav,The diplomat who negotiated the *peace deal* <pause> was awarded.,Only the diplomat who negotiated the peace deal was awarded. (Restrictive),"Der Diplomat, der speziell den Friedensvertrag ausgehandelt hat, wurde ausgezeichnet.",data/prosodic_breaks/wavs/20294/20294_2_1.wav
467,The official who leaked the information resigned.,Prosodic Breaks,Restrictive/Nonrestrictive,Political Speeches,20296,2,The *official* <pause> who leaked the information <pause> resigned.,"The official resigned, and it happens that he leaked the information. (Nonrestrictive)","Der Beamte, der die Informationen geleakt hat, trat zurück.",data/prosodic_breaks/wavs/20296/20296_1_0.wav,The official who leaked the *information* <pause> resigned.,Only the official who leaked the information resigned. (Restrictive),"Der Beamte, übrigens derjenige, der die Informationen geleakt hat, trat zurück.",data/prosodic_breaks/wavs/20296/20296_2_4.wav
468,The nurse who spoke to the patient left.,Prosodic Breaks,Restrictive/Nonrestrictive,Medical Consultations,20298,2,The *nurse* <pause> who spoke to the patient <pause> left.,"The nurse left, and she had spoken to the patient. (Nonrestrictive)","Die Krankenschwester, die mit dem Patienten sprach, ging.",data/prosodic_breaks/wavs/20298/20298_1_2.wav,The nurse who spoke to the *patient* <pause> left.,The specific nurse who spoke to the patient left. (Restrictive),"Die Krankenschwester, die mit diesem Patienten sprach, ging.",data/prosodic_breaks/wavs/20298/20298_2_2.wav
469,The tests that were inconclusive need repeating.,Prosodic Breaks,Restrictive/Nonrestrictive,Medical Consultations,20301,1,The *tests* <pause> that were inconclusive <pause> need repeating.,"The tests need repeating, and they happen to be inconclusive. (Nonrestrictive)","Die Tests, die nicht schlüssig waren, müssen wiederholt werden.",data/prosodic_breaks/wavs/20301/20301_1_3.wav,The tests that were *inconclusive* <pause> need repeating.,"Specifically, the inconclusive tests need repeating. (Restrictive)","Die Tests, die nicht schlüssig waren, müssen erneut durchgeführt werden.",data/prosodic_breaks/wavs/20301/20301_2_5.wav
470,The specialist who treated John is renowned.,Prosodic Breaks,Restrictive/Nonrestrictive,Medical Consultations,20306,1,The *specialist* <pause> who treated John <pause> is renowned.,The specialist is renowned and treated John. (Nonrestrictive),"Der Spezialist, der John behandelt hat, ist bekannt.",data/prosodic_breaks/wavs/20306/20306_1_1.wav,The specialist who treated *john* <pause> is renowned.,"Specifically, the specialist who treated John is renowned. (Restrictive)","Der Spezialist, der John behandelt hat, ist berühmt.",data/prosodic_breaks/wavs/20306/20306_2_2.wav
471,The researchers who conducted the study will present the results.,Prosodic Breaks,Restrictive/Nonrestrictive,Scientific Research Presentations,20307,2,The *researchers* <pause> who conducted the study <pause> will present the results.,"All researchers will present, and it's just noted that they conducted the study. (Nonrestrictive)","Nur die Forscher, die die Studie durchgeführt haben, werden die Ergebnisse präsentieren.",data/prosodic_breaks/wavs/20307/20307_1_3.wav,The researchers who conducted the *study* <pause> will present the results.,Only the researchers who conducted the study will present the results. (Restrictive),"Die Forscher, die die Studie durchgeführt haben, werden die Ergebnisse präsentieren.",data/prosodic_breaks/wavs/20307/20307_2_3.wav
472,The experiment that yielded significant results was published.,Prosodic Breaks,Restrictive/Nonrestrictive,Scientific Research Presentations,20308,2,The *experiment* <pause> that yielded significant results <pause> was published.,"The experiment was published, and it's noted that it yielded significant results. (Nonrestrictive)","Das Experiment, das signifikante Ergebnisse erbracht hat, wurde veröffentlicht.",data/prosodic_breaks/wavs/20308/20308_1_1.wav,The experiment that yielded significant *results* <pause> was published.,Only the experiment that yielded significant results was published. (Restrictive),"Das Experiment, welches signifikante Ergebnisse erzielte, wurde veröffentlicht.",data/prosodic_breaks/wavs/20308/20308_2_2.wav
473,The data that was collected from this trial is crucial.,Prosodic Breaks,Restrictive/Nonrestrictive,Scientific Research Presentations,20309,1,The *data* <pause> that was collected from this trial <pause> is crucial.,"The data is crucial, and it's noted that it was collected from this trial. (Nonrestrictive)","Die Daten, die aus dieser Studie gesammelt wurden, sind entscheidend.",data/prosodic_breaks/wavs/20309/20309_1_5.wav,The data that was collected from this *trial* <pause> is crucial.,Only the data from this trial is crucial. (Restrictive),Die aus dieser Studie gesammelten Daten sind entscheidend.,data/prosodic_breaks/wavs/20309/20309_2_1.wav
474,The model that we use for predictions is complex.,Prosodic Breaks,Restrictive/Nonrestrictive,Scientific Research Presentations,20314,2,The *model* <pause> that we use for predictions <pause> is complex.,"The model is complex, and it's noted that it's used for predictions. (Nonrestrictive)","Das Modell, das wir für Vorhersagen verwenden, ist komplex.",data/prosodic_breaks/wavs/20314/20314_1_1.wav,The model that we use for *predictions* <pause> is complex.,Only the model that we use for predictions is complex. (Restrictive),"Das Modell, das wir für Prognosen verwenden, ist komplex.",data/prosodic_breaks/wavs/20314/20314_2_1.wav
475,The grant that was awarded supports innovative research.,Prosodic Breaks,Restrictive/Nonrestrictive,Scientific Research Presentations,20316,1,The *grant* <pause> that was awarded <pause> supports innovative research.,"The grant supports research, and it's noted that it was awarded. (Nonrestrictive)","Die Förderung, die vergeben wurde, unterstützt innovative Forschung.",data/prosodic_breaks/wavs/20316/20316_1_2.wav,The grant that was *awarded* <pause> supports innovative research.,Only the grant that was awarded supports innovative research. (Restrictive),Die verliehene Förderung unterstützt innovative Forschung.,data/prosodic_breaks/wavs/20316/20316_2_2.wav
476,The manual which was updated recently is available.,Prosodic Breaks,Restrictive/Nonrestrictive,Technical Writing,20318,2,The *manual* <pause> which was updated recently <pause> is available.,"The manual, which recently received an update, is now available. (Nonrestrictive)","Das Handbuch, das kürzlich aktualisiert wurde, ist verfügbar.",data/prosodic_breaks/wavs/20318/20318_1_1.wav,The manual which was updated *recently* <pause> is available.,Only the manual that was updated recently is available. (Restrictive),"Nur das Handbuch, das kürzlich aktualisiert wurde, ist verfügbar.",data/prosodic_breaks/wavs/20318/20318_2_2.wav
477,The engineer who designed the system was promoted.,Prosodic Breaks,Restrictive/Nonrestrictive,Technical Writing,20319,2,The *engineer* <pause> who designed the system <pause> was promoted.,"The engineer, who designed the system, was promoted. (Nonrestrictive)","Der Ingenieur, welcher das System entworfen hat, wurde befördert.",data/prosodic_breaks/wavs/20319/20319_1_2.wav,The engineer who designed the *system* <pause> was promoted.,"Specifically, the engineer who designed the system was promoted. (Restrictive)","Der Ingenieur, der gerade dieses System entworfen hat, wurde befördert.",data/prosodic_breaks/wavs/20319/20319_2_2.wav
478,The report that includes the statistics is on my desk.,Prosodic Breaks,Restrictive/Nonrestrictive,Technical Writing,20320,2,The *report* <pause> that includes the statistics <pause> is on my desk.,"The report, which happens to include the statistics, is on my desk. (Nonrestrictive)","Der Bericht, der die Statistiken enthält, liegt auf meinem Schreibtisch.",data/prosodic_breaks/wavs/20320/20320_1_5.wav,The report that includes the *statistics* <pause> is on my desk.,Only the report that includes the statistics is on my desk. (Restrictive),Der Bericht mit den Statistiken liegt auf meinem Schreibtisch.,data/prosodic_breaks/wavs/20320/20320_2_0.wav
479,The consultant who we hired last month is here.,Prosodic Breaks,Restrictive/Nonrestrictive,Technical Writing,20321,2,The *consultant* <pause> who we hired last month <pause> is here.,"The consultant, who we happened to hire last month, is here. (Nonrestrictive)","Der Berater, den wir letzten Monat eingestellt haben, ist hier.",data/prosodic_breaks/wavs/20321/20321_1_0.wav,The consultant who we hired last *month* <pause> is here.,The specific consultant we hired last month is here. (Restrictive),"Der Berater, den wir speziell letzten Monat eingestellt haben, ist hier.",data/prosodic_breaks/wavs/20321/20321_2_1.wav
