,sentence,category,subcategory,domain,id,audio_quality,prosody_1,meaning_1,translation_1,audio_1,prosody_2,meaning_2,translation_2,audio_2
531,She mentioned the experts warned that the climate policy needed changes.,Prosodic Breaks,Complementizer/Parenthetical,Journalism,20683,2,She *mentioned* <pause> the experts warned that the climate policy needed changes.,The mention was that the experts had warned about changes being needed. (complementizer),Ella mencionó que los expertos habían advertido que la política climática necesitaba cambios.,data/prosodic_breaks/wavs/20683/20683_1_1.wav,She mentioned <pause> the experts *warned* <pause> that the climate policy needed changes.,"The experts had warned, and she mentioned the need for changes separately. (parenthetical)","Ella mencionó, y los expertos advirtieron, que la política climática necesitaba cambios.",data/prosodic_breaks/wavs/20683/20683_2_2.wav
532,The reporter disclosed the witnesses saw that the suspect fled the scene.,Prosodic Breaks,Complementizer/Parenthetical,Journalism,20687,2,The reporter *disclosed* <pause> the witnesses saw that the suspect fled the scene.,The disclosure related to what the witnesses saw. (complementizer),El reportero reveló algo; los testigos vieron que el sospechoso huyó de la escena.,data/prosodic_breaks/wavs/20687/20687_1_2.wav,The reporter disclosed <pause> the witnesses *saw* <pause> that the suspect fled the scene.,The witnesses' observation was an aside to the reporter's disclosure. (parenthetical),El reportero reveló que lo que los testigos vieron fue que el sospechoso huyó de la escena.,data/prosodic_breaks/wavs/20687/20687_2_2.wav
533,The broadcaster emphasized the officials indicated that the issue was urgent.,Prosodic Breaks,Complementizer/Parenthetical,Journalism,20688,1,The broadcaster *emphasized* <pause> the officials indicated that the issue was urgent.,The emphasis was on what the officials indicated. (complementizer),El locutor subrayó que los funcionarios indicaron que el problema era urgente.,data/prosodic_breaks/wavs/20688/20688_1_5.wav,The broadcaster emphasized <pause> the officials *indicated* <pause> that the issue was urgent.,The indication by officials was a secondary point. (parenthetical),"El locutor destacó, por parte de los funcionarios, que el problema era urgente.",data/prosodic_breaks/wavs/20688/20688_2_1.wav
534,The news anchor highlighted the experts confirmed that an error had been made.,Prosodic Breaks,Complementizer/Parenthetical,Journalism,20689,2,The news anchor *highlighted* <pause> the experts confirmed that an error had been made.,The highlight was about the experts' confirmation. (complementizer),El presentador de noticias destacó que los expertos confirmaron que se había cometido un error.,data/prosodic_breaks/wavs/20689/20689_1_4.wav,The news anchor highlighted <pause> the experts *confirmed* <pause> that an error had been made.,The experts' confirmation was an additional point to the highlight. (parenthetical),El presentador de noticias destacó la confirmación de los expertos de que se había cometido un error.,data/prosodic_breaks/wavs/20689/20689_2_3.wav
535,The teacher explained students realized the themes were universal.,Prosodic Breaks,Complementizer/Parenthetical,Literary Analysis,20693,1,The teacher *explained* <pause> students realized the themes were universal.,The teacher explained that students realized the themes were universal. (complementizer),La maestra explicó que los estudiantes se dieron cuenta de que los temas eran universales.,data/prosodic_breaks/wavs/20693/20693_1_0.wav,The teacher explained <pause> students *realized* <pause> the themes were universal.,"Students realized that the themes were universal, as explained by the teacher. (parenthetical)","Los estudiantes se dieron cuenta de que los temas eran universales, según explicó la maestra.",data/prosodic_breaks/wavs/20693/20693_2_2.wav
536,Experts argue the publisher confirmed the book will be a bestseller.,Prosodic Breaks,Complementizer/Parenthetical,Literary Analysis,20695,2,Experts *argue* <pause> the publisher confirmed the book will be a bestseller.,Experts argue that the publisher confirmed the book will be a bestseller. (complementizer),Los expertos discuten que el editor confirmó que el libro será un éxito de ventas.,data/prosodic_breaks/wavs/20695/20695_1_1.wav,Experts argue <pause> the publisher *confirmed* <pause> the book will be a bestseller.,"The book will be a bestseller, as confirmed by the publisher, according to experts. (parenthetical)",Los expertos afirman que el editor confirmó que el libro será un éxito de ventas.,data/prosodic_breaks/wavs/20695/20695_2_2.wav
537,The lecture pointed out the students agreed the climax was unexpected.,Prosodic Breaks,Complementizer/Parenthetical,Literary Analysis,20700,1,The lecture *pointed out* <pause> the students agreed the climax was unexpected.,The lecture pointed out that the students agreed the climax was unexpected. (complementizer),La conferencia señaló que los estudiantes estuvieron de acuerdo en que el clímax fue inesperado.,data/prosodic_breaks/wavs/20700/20700_1_3.wav,The lecture pointed out <pause> the students *agreed* <pause> the climax was unexpected.,"The climax was unexpected, in agreement by the students, as pointed out in the lecture. (parenthetical)","La conferencia señaló: los estudiantes estuvieron de acuerdo, el clímax fue inesperado.",data/prosodic_breaks/wavs/20700/20700_2_2.wav
538,The host mentioned everyone knew already that the event would be recorded.,Prosodic Breaks,Complementizer/Parenthetical,Public Speaking,20704,2,The host *mentioned* <pause> everyone knew already that the event would be recorded.,The host said that everybody was already aware of the event being recorded. (complementizer),El anfitrión mencionó que todos ya estaban al tanto de que el evento sería grabado.,data/prosodic_breaks/wavs/20704/20704_1_2.wav,The host mentioned <pause> everyone *knew* already <pause> that the event would be recorded.,"Everyone already knew, the host mentioned, that the event would be recorded. (parenthetical)",El anfitrión mencionó que todos ya sabían que el evento sería grabado.,data/prosodic_breaks/wavs/20704/20704_2_2.wav
539,The committee agreed the public knew that transparency was essential.,Prosodic Breaks,Complementizer/Parenthetical,Public Speaking,20709,1,The committee *agreed* <pause> the public knew that transparency was essential.,The committee concurred that the public recognized the necessity of transparency. (complementizer),El comité acordó; el público entendió que la transparencia era esencial.,data/prosodic_breaks/wavs/20709/20709_1_2.wav,The committee agreed <pause> the public *knew* <pause> that transparency was essential.,"The public, who knew, agreed with the committee that transparency was essential. (parenthetical)",El comité acordó que el público sabía que la transparencia era esencial.,data/prosodic_breaks/wavs/20709/20709_2_4.wav
540,The tutor assumed their method was effective in helping students understand the topic quickly.,Prosodic Breaks,Complementizer/Parenthetical,Teaching/Education,20715,2,The tutor *assumed* <pause> their method was effective in helping students understand the topic quickly.,The tutor assumed that the method used was effective for quick student comprehension. (complementizer),El tutor daba por hecho que su método era efectivo para ayudar a los estudiantes a comprender el tema rápidamente.,data/prosodic_breaks/wavs/20715/20715_1_3.wav,The tutor assumed <pause> their method was *effective* <pause> in helping students understand the topic quickly.,"Their method was effective, according to the tutor, in aiding quick student comprehension. (parenthetical)",El tutor asumió que su método era efectivo para ayudar a los estudiantes a comprender el tema rápidamente.,data/prosodic_breaks/wavs/20715/20715_2_1.wav
541,She knew her students had prepared well for the upcoming test.,Prosodic Breaks,Complementizer/Parenthetical,Teaching/Education,20716,1,She *knew* <pause> her students had prepared well for the upcoming test.,She knew that her students had put in a lot of preparation for the upcoming test. (complementizer),"Ella sabía, sus estudiantes se habían preparado bien para el próximo examen.",data/prosodic_breaks/wavs/20716/20716_1_0.wav,She knew <pause> her students had *prepared* <pause> well for the upcoming test.,"Her students had prepared well, as she knew, for the upcoming test. (parenthetical)",Ella sabía que sus estudiantes se habían preparado bien para el próximo examen.,data/prosodic_breaks/wavs/20716/20716_2_1.wav
542,The trainer observed the participants had learned quickly during the workshop.,Prosodic Breaks,Complementizer/Parenthetical,Teaching/Education,20720,2,The trainer *observed* <pause> the participants had learned quickly during the workshop.,The trainer observed that the participants were quick learners during the workshop. (complementizer),"Según observó el entrenador, los participantes habían aprendido rápidamente durante el taller.",data/prosodic_breaks/wavs/20720/20720_1_3.wav,The trainer observed <pause> the participants had learned *quickly* <pause> during the workshop.,"The participants learned quickly, according to the trainer's observation, during the workshop. (parenthetical)",El entrenador observó que los participantes habían aprendido rápidamente durante el taller.,data/prosodic_breaks/wavs/20720/20720_2_3.wav
543,The proofreader noted he had overlooked several typos in the text.,Prosodic Breaks,Complementizer/Parenthetical,Editing and Proofreading,20726,2,The proofreader *noted* <pause> he had overlooked several typos in the text.,The proofreader's note was about him overlooking the typos in the text. (complementizer),El corrector notó que había pasado por alto varios errores tipográficos en el texto.,data/prosodic_breaks/wavs/20726/20726_1_5.wav,The proofreader noted <pause> he had *overlooked* <pause> several typos in the text.,His action of overlooking typos was something the proofreader noted as a separate matter. (parenthetical),El corrector se dio cuenta: había pasado por alto varios errores tipográficos en el texto.,data/prosodic_breaks/wavs/20726/20726_2_5.wav
544,She commented they had used consistent terminology throughout the article.,Prosodic Breaks,Complementizer/Parenthetical,Editing and Proofreading,20727,1,She *commented* <pause> they had used consistent terminology throughout the article.,Her comment was specifically about their usage of consistent terminology throughout the article. (complementizer),Ella comentó que habían usado una terminología consistente a lo largo del artículo.,data/prosodic_breaks/wavs/20727/20727_1_3.wav,She commented <pause> they had used *consistent* <pause> terminology throughout the article.,The use of consistent terminology throughout the article was something she commented on as separate. (parenthetical),Ella comentó que habían sido consistentes en su terminología a lo largo del artículo.,data/prosodic_breaks/wavs/20727/20727_2_3.wav
