,sentence,category,subcategory,domain,id,audio_quality,prosody_1,meaning_1,translation_1,audio_1,prosody_2,meaning_2,translation_2,audio_2
321,The device just needs a firmware update.,Sentence Stress,Focus-sensitive Operators,Technical Manuals,10831,2,The *DEVICE* just needs a firmware update.,It is the device that only needs a firmware update and not other components.,デバイスだけがファームウェアのアップデートを必要とします,data/sentence_stress/wavs/10831/10831_1_3.wav,The device just needs a *FIRMWARE* update.,The update the device needs is just a firmware update and not a software or hardware update.,デバイスはファームウェアのアップデートだけが必要です,data/sentence_stress/wavs/10831/10831_2_0.wav
322,Engineers often inspect the processor during diagnostics.,Sentence Stress,Focus-sensitive Operators,Technical Manuals,10834,1,Engineers often inspect the *PROCESSOR* during diagnostics.,The processor is the component engineers often inspect during diagnostics.,技術者は診断中にプロセッサを主に点検します。,data/sentence_stress/wavs/10834/10834_1_3.wav,Engineers often inspect the processor during *DIAGNOSTICS*.,Diagnostics are often the context in which engineers inspect the processor.,技術者は診断中にプロセッサをよく点検します。,data/sentence_stress/wavs/10834/10834_2_5.wav
323,The instructions specifically mention the resistor values.,Sentence Stress,Focus-sensitive Operators,Technical Manuals,10836,1,The *INSTRUCTIONS* specifically mention the resistor values.,It is the instructions that specifically point out the resistor values.,指示書には抵抗の値が具体的に記されている。,data/sentence_stress/wavs/10836/10836_1_3.wav,The instructions specifically mention the *RESISTOR* values.,Only the resistor values are specifically mentioned in the instructions.,指示書には抵抗の値だけが具体的に記されている。,data/sentence_stress/wavs/10836/10836_2_5.wav
324,The guidelines especially detail the connector types.,Sentence Stress,Focus-sensitive Operators,Technical Manuals,10838,1,The *GUIDELINES* especially detail the connector types.,It is the guidelines that especially detail the connector types.,ガイドラインこそが特にコネクタの種類について詳しく述べています。,data/sentence_stress/wavs/10838/10838_1_3.wav,The guidelines especially detail the *CONNECTOR* types.,Particular detail is given about the types of connectors in the guidelines.,ガイドラインは特にコネクタの種類について詳しく述べています。,data/sentence_stress/wavs/10838/10838_2_4.wav
325,John's lectures mostly cover the themes in Shakespeare's works.,Sentence Stress,Focus-sensitive Operators,Literary Analysis,10842,1,*JOHN'S* lectures mostly cover the themes in Shakespeare's works.,"John's lectures, rather than anyone else's, primarily cover the themes in Shakespeare's works.",ジョンの講義は他の誰でもなく主にシェイクスピアの作品のテーマを扱います。,data/sentence_stress/wavs/10842/10842_1_4.wav,John's lectures mostly cover the *THEMES* in Shakespeare's works.,"The themes, rather than other topics, are mostly covered in John's lectures.",ジョンの講義は主にシェイクスピアの作品のテーマを重点的に扱います。,data/sentence_stress/wavs/10842/10842_2_5.wav
326,The students usually enjoy the symbolism in poetry.,Sentence Stress,Focus-sensitive Operators,Literary Analysis,10843,1,The *STUDENTS* usually enjoy the symbolism in poetry.,"It is usually the students, not others, who enjoy the symbolism in poetry.",普段詩の象徴性を楽しむのは学生たちだ。,data/sentence_stress/wavs/10843/10843_1_1.wav,The students usually enjoy the *SYMBOLISM* in poetry.,"The symbolism, rather than other aspects, is what the students usually enjoy in poetry.",学生たちは普段詩の象徴性を特に楽しむ。,data/sentence_stress/wavs/10843/10843_2_0.wav
327,The professor specifically mentioned the symbolism in the text.,Sentence Stress,Focus-sensitive Operators,Literary Analysis,10846,1,The *PROFESSOR* specifically mentioned the symbolism in the text.,"It was the professor, not anyone else, who specifically mentioned the symbolism in the text.",教授自身がその文章の中の象徴性について特に言及しました。,data/sentence_stress/wavs/10846/10846_1_5.wav,The professor specifically mentioned the *SYMBOLISM* in the text.,"The symbolism, among other aspects, was specifically mentioned by the professor.",教授はその文章の中の象徴性について特に言及しました。,data/sentence_stress/wavs/10846/10846_2_5.wav
328,The mayor just emphasized education in the policy discussion.,Sentence Stress,Focus-sensitive Operators,Political Debates,10851,1,The *MAYOR* just emphasized education in the policy discussion.,It was the mayor who emphasized education.,市長本人が政策議論で教育を強調しました。,data/sentence_stress/wavs/10851/10851_1_0.wav,The mayor just emphasized *EDUCATION* in the policy discussion.,Education was the focus of what the mayor emphasized.,市長は政策議論で特に教育を強調しました。,data/sentence_stress/wavs/10851/10851_2_5.wav
329,The candidates mostly debated the economic strategy.,Sentence Stress,Focus-sensitive Operators,Political Debates,10852,1,The *CANDIDATES* mostly debated the economic strategy.,It was the candidates who spent most of the time debating the economic strategy.,候補者たちが主に経済戦略について議論しました。,data/sentence_stress/wavs/10852/10852_1_2.wav,The candidates mostly debated the *ECONOMIC* strategy.,The majority of the debate was about economic strategy.,候補者たちは主に経済戦略について議論しました。,data/sentence_stress/wavs/10852/10852_2_5.wav
330,The president usually addresses trade concerns in his speeches.,Sentence Stress,Focus-sensitive Operators,Political Debates,10853,1,The *PRESIDENT* usually addresses trade concerns in his speeches.,It is the president who typically addresses trade concerns.,大統領自身が通常、演説の中で貿易問題に言及します。,data/sentence_stress/wavs/10853/10853_1_2.wav,The president usually addresses *TRADE* concerns in his speeches.,Trade concerns are typically what the president addresses.,大統領は通常、演説の中で貿易問題に焦点を当てます。,data/sentence_stress/wavs/10853/10853_2_5.wav
331,The senator often criticizes the mayor's budget.,Sentence Stress,Focus-sensitive Operators,Political Debates,10854,2,The *SENATOR* often criticizes the mayor's budget.,It is the senator who frequently criticizes the budget.,上院議員自身がよく市長の予算を批判します。,data/sentence_stress/wavs/10854/10854_1_3.wav,The senator often criticizes the *MAYOR'S* budget.,The mayor's budget is frequently criticized.,上院議員はよく市長の予算案を批判します。,data/sentence_stress/wavs/10854/10854_2_5.wav
332,The party leader specifically thanked the veterans at the rally.,Sentence Stress,Focus-sensitive Operators,Political Debates,10856,1,The *PARTY* leader specifically thanked the veterans at the rally.,"The party leader, in particular, thanked the veterans.",パーティーのリーダーは集会で特に退役軍人に感謝しました。,data/sentence_stress/wavs/10856/10856_1_2.wav,The party leader specifically thanked the *VETERANS* at the rally.,It was the veterans who were specifically thanked by the party leader.,パーティーのリーダーは集会で退役軍人に特に感謝しました。,data/sentence_stress/wavs/10856/10856_2_4.wav
333,The delegates especially appreciated the debate's focus on social justice.,Sentence Stress,Focus-sensitive Operators,Political Debates,10858,1,The *DELEGATES* especially appreciated the debate's focus on social justice.,"The delegates, more than others, appreciated the focus on social justice.",代表者たちこそが特に討論の社会的正義への重点を評価しました。,data/sentence_stress/wavs/10858/10858_1_3.wav,The delegates especially appreciated the debate's focus on *SOCIAL* justice.,The focus on social justice was especially appreciated by the delegates.,代表者たちは特に討論の社会的正義への重点を評価しました。,data/sentence_stress/wavs/10858/10858_2_5.wav
334,The anchor just mentioned the CEO's involvement in the scandal.,Sentence Stress,Focus-sensitive Operators,News Reporting,10860,2,The anchor just mentioned the *CEO'S* involvement in the scandal.,"The anchor mentioned only the CEO's involvement, not others.",アンカーはちょうどCEOだけの関与について言及しました。,data/sentence_stress/wavs/10860/10860_1_2.wav,The anchor just mentioned the CEO's involvement in the *SCANDAL*.,The anchor did not go into details about the scandal; they only mentioned it briefly.,アンカーはちょうどCEOの関与について言及しました。,data/sentence_stress/wavs/10860/10860_2_4.wav
335,Reporters usually interview experts during a crisis.,Sentence Stress,Focus-sensitive Operators,News Reporting,10861,1,Reporters usually interview *EXPERTS* during a crisis.,Experts are typically the ones interviewed during crises.,記者たちは通常、危機の際には専門家にインタビューします。,data/sentence_stress/wavs/10861/10861_1_3.wav,Reporters usually interview experts during a *CRISIS*.,Crisis situations are when reporters usually conduct interviews.,記者たちは通常、危機の際に専門家にインタビューします。,data/sentence_stress/wavs/10861/10861_2_5.wav
336,The report simply stated the minister's resignation.,Sentence Stress,Focus-sensitive Operators,News Reporting,10866,2,The *REPORT* simply stated the minister's resignation.,The report did nothing more than state the minister's resignation.,報告書は、単に大臣の辞任を述べた。,data/sentence_stress/wavs/10866/10866_1_2.wav,The report simply stated the *MINISTER'S* resignation.,It was the minister's resignation that was plainly stated by the report.,報告書は、ただ大臣の辞任を述べたに過ぎない。,data/sentence_stress/wavs/10866/10866_2_4.wav
